Date,Description,Original Description,Category,Amount,Status,Transaction Type,Transaction Category,key,month
2025-01-03,ExxonMobil,EXXON MOSSY T + C        SCARBRO      WV,Gas,-49.59,Posted,fixed_expenses,NA,ExxonMobil_-49.59_1/3/25,2025-01
2025-01-03,Virginianaturalgasbill,VIRGINIANATURALGASBILL   866-383-1846 GA,Utilities,-175.6,Posted,fixed_expenses,NA,Virginianaturalgasbill_-175.6_1/3/25,2025-01
2025-01-02,E-ZPass,NJ EZPASS                888-288-6865 NJ,Auto & Transport,-25,Posted,fixed_expenses,NA,E-ZPass_-25_1/2/25,2025-01
2025-01-02,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-53.74,Posted,misc_expenses,NA,Apple_-53.74_1/2/25,2025-01
2025-01-01,Dunkin',DUNKIN #363908           HOWE         IN,Coffee Shops,-10.89,Posted,misc_expenses,NA,Dunkin'_-10.89_1/1/25,2025-01
2025-01-01,Meijer,MEIJER # 051             FINDLAY      OH,Shopping,-14.45,Posted,misc_expenses,NA,Meijer_-14.45_1/1/25,2025-01
2025-01-01,Michaels,MICHAELS #9490           800-642-4235 TX,Hobbies,-15.86,Posted,misc_expenses,NA,Michaels_-15.86_1/1/25,2025-01
2025-01-01,Meijer,MEIJER EXPRESS 051       FINDLAY      OH,Gas,-51.8,Posted,fixed_expenses,NA,Meijer_-51.8_1/1/25,2025-01
2025-01-01,Holiday Inn Express,HOLIDAY INN EXPRESS      8473678031   IL,Hotel,-369.92,Posted,misc_expenses,NA,Holiday Inn Express_-369.92_1/1/25,2025-01
2024-12-31,Michaels,MICHAELS STORES 5018     VERNON HILLS IL,Hobbies,-3.74,Posted,misc_expenses,NA,Michaels_-3.74_12/31/24,2024-12
2024-12-31,Maciano's Pizza & Pasta,MACIANO'S PIZZA & PASTA  847-3622424  IL,Food & Dining,-19.47,Posted,misc_expenses,NA,Maciano's Pizza & Pasta_-19.47_12/31/24,2024-12
2024-12-31,JOANN,JOANN STORES #2057       VERNON HILLS IL,Hobbies,-24.33,Posted,misc_expenses,NA,JOANN_-24.33_12/31/24,2024-12
2024-12-31,BP Gas,BP#8934507HIGHLAND PK BP HIGHLAND PARKIL,Gas,-52.46,Posted,fixed_expenses,NA,BP Gas_-52.46_12/31/24,2024-12
2024-12-31,The Original Pancake House,HP-THE ORIGINAL PANCAKE  HIGHLAND PARKIL,Restaurants,-111.6,Posted,misc_expenses,NA,The Original Pancake House_-111.6_12/31/24,2024-12
2024-12-30,Portillo's,PORTILLOS HOT DOGS #18   VERNON HILLS IL,Fast Food,-3.56,Posted,misc_expenses,NA,Portillo's_-3.56_12/30/24,2024-12
2024-12-30,Michaels,MICHAELS STORES 5018     VERNON HILLS IL,Hobbies,-19.56,Posted,misc_expenses,NA,Michaels_-19.56_12/30/24,2024-12
2024-12-30,Portillo's,PORTILLOS HOT DOGS #18   VERNON HILLS IL,Fast Food,-41.7,Posted,misc_expenses,NA,Portillo's_-41.7_12/30/24,2024-12
2024-12-29,Kum & Go,KUM&GO 2615R GRAND RAP   GRAND RAPIDS MI,Gas,-32.66,Posted,fixed_expenses,NA,Kum & Go_-32.66_12/29/24,2024-12
2024-12-29,Rare Bird Brew Pub Traverse Citymi,TST* RARE BIRD BREW PUB  TRAVERSE CITYMI,Alcohol & Bars,-53.77,Posted,misc_expenses,NA,Rare Bird Brew Pub Traverse Citymi_-53.77_12/29/24,2024-12
2024-12-29,Hilton Hotel,HILTON HOTELS            231-4866590  MI,Hotel,-341.48,Posted,misc_expenses,NA,Hilton Hotel_-341.48_12/29/24,2024-12
2024-12-28,Traverse City Parking Sertraverse Citymi,TRAVERSE CITY PARKING SERTRAVERSE CITYMI,Parking,-2,Posted,misc_expenses,NA,Traverse City Parking Sertraverse Citymi_-2_12/28/24,2024-12
2024-12-28,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-9.99,Posted,misc_expenses,NA,Apple_-9.99_12/28/24,2024-12
2024-12-28,Mundos 305,SQ *MUNDOS 305           Traverse CityMI,Fast Food,-21.39,Posted,misc_expenses,NA,Mundos 305_-21.39_12/28/24,2024-12
2024-12-28,Hulu,HLU*HULUPLUS             hulu.com/billCA,Television,-23.64,Posted,fixed_expenses,NA,Hulu_-23.64_12/28/24,2024-12
2024-12-28,Brilliant Books Traverse Citymi,BRILLIANT BOOKS          TRAVERSE CITYMI,Books,-44.51,Posted,misc_expenses,NA,Brilliant Books Traverse Citymi_-44.51_12/28/24,2024-12
2024-12-28,Lostartyarn.com,WWW.LOSTARTYARN.COM      138-54046200 MI,Shopping,-50.88,Posted,misc_expenses,NA,Lostartyarn.com_-50.88_12/28/24,2024-12
2024-12-28,Speedway,SPEEDWAY 44542           TRAVERSE CITYMI,Gas,-51.23,Posted,fixed_expenses,NA,Speedway_-51.23_12/28/24,2024-12
2024-12-28,The Filling Station Traverse Citymi,THE FILLING STATION      TRAVERSE CITYMI,Restaurants,-148.79,Posted,misc_expenses,NA,The Filling Station Traverse Citymi_-148.79_12/28/24,2024-12
2024-12-27,Parking Meter,TC PARKING METER         TRAVERSE CITYMI,Parking,-3,Posted,misc_expenses,NA,Parking Meter_-3_12/27/24,2024-12
2024-12-26,Racetrac,RACETRAC2652  00026526   FINDLAY      OH,Gas,-2.89,Posted,misc_expenses,NA,Racetrac_-2.89_12/26/24,2024-12
2024-12-26,Huron Ashley Ann,HURON ASHLEY             ANN ARBOR    MI,Parking,-6,Posted,misc_expenses,NA,Huron Ashley Ann_-6_12/26/24,2024-12
2024-12-26,Kindle,Kindle Svcs*ZE2M88AX0    888-802-3080 WA,Books,-9.99,Posted,misc_expenses,NA,Kindle_-9.99_12/26/24,2024-12
2024-12-24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-10.74,Posted,misc_expenses,NA,Apple_-10.74_12/24/24,2024-12
2024-12-24,Walmart,WAL-MART #1718           FINDLAY      OH,Shopping,-44.45,Posted,misc_expenses,NA,Walmart_-44.45_12/24/24,2024-12
2024-12-24,Marathon,MARATHON PETRO249482     FINDLAY      OH,Gas,-50.07,Posted,fixed_expenses,NA,Marathon_-50.07_12/24/24,2024-12
2024-12-24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-210.97,Posted,fixed_expenses,NA,AT&T_-210.97_12/24/24,2024-12
2024-12-24,Walmart,WM SUPERCENTER #1718     FINDLAY      OH,Shopping,-287.83,Posted,misc_expenses,NA,Walmart_-287.83_12/24/24,2024-12
2024-12-23,Marathon,MARATHON PETRO273433     BECKLEY      WV,Gas,-35.77,Posted,fixed_expenses,NA,Marathon_-35.77_12/23/24,2024-12
2024-12-23,JOANN,JOANN STORES #2448       FINDLAY      OH,Hobbies,-36.43,Posted,misc_expenses,NA,JOANN_-36.43_12/23/24,2024-12
2024-12-23,Pizza Cottage Powell,PIZZA COTTAGE POWELL - OHPOWELL       OH,Food & Dining,-38.13,Posted,misc_expenses,NA,Pizza Cottage Powell_-38.13_12/23/24,2024-12
2024-12-23,Chick-fil-A,CHICK-FIL-A #03187       434-245-5254 VA,Fast Food,-41.66,Posted,misc_expenses,NA,Chick-fil-A_-41.66_12/23/24,2024-12
2024-12-23,Hilton Hotel,HILTON HOTELS            681-2545535  WV,Hotel,-50,Posted,misc_expenses,NA,Hilton Hotel_-50_12/23/24,2024-12
2024-12-23,Bob Evans Restaurant,BOB EVANS REST #0258     BECKLEY      WV,Food & Dining,-50.64,Posted,misc_expenses,NA,Bob Evans Restaurant_-50.64_12/23/24,2024-12
2024-12-23,Monarch Money App Monarchmoca,MONARCH MONEY APP        WWW.MONARCHMOCA,Shopping,-99.99,Posted,misc_expenses,NA,Monarch Money App Monarchmoca_-99.99_12/23/24,2024-12
2024-12-21,Love's Travel Stops,LOVE'S #0707 INSIDE      COVINGTON    VA,Gas,-2.66,Posted,fixed_expenses,NA,Love's Travel Stops_-2.66_12/21/24,2024-12
2024-12-21,BP Gas,BP#8334856VIRGINIA OIL # CHARLOTTESVILVA,Gas,-30.39,Posted,fixed_expenses,NA,BP Gas_-30.39_12/21/24,2024-12
2024-12-20,Panera Bread,PANERA BREAD #600757 K   VIRGINIA BEACVA,Fast Food,-7.57,Posted,misc_expenses,NA,Panera Bread_-7.57_12/20/24,2024-12
2024-12-20,Panera Bread,PANERA BREAD #600757 K   VIRGINIA BEACVA,Fast Food,-21.36,Posted,misc_expenses,NA,Panera Bread_-21.36_12/20/24,2024-12
2024-12-20,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-32.33,Posted,fixed_expenses,NA,Wawa_-32.33_12/20/24,2024-12
2024-12-19,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-14.02,Posted,misc_expenses,NA,Shorebreak Pizza Online_-14.02_12/19/24,2024-12
2024-12-19,Walmart,WM SUPERCENTER #5922     VIRGINIA BEACVA,Shopping,-28.38,Posted,misc_expenses,NA,Walmart_-28.38_12/19/24,2024-12
2024-12-19,US Postal Service,USPS PO 5193630455       VIRGINIA BEACVA,Shipping,-62.65,Posted,misc_expenses,NA,US Postal Service_-62.65_12/19/24,2024-12
2024-12-18,Starbucks,STARBUCKS 800-782-7282   800-782-7282 WA,Coffee Shops,-25,Posted,misc_expenses,NA,Starbucks_-25_12/18/24,2024-12
2024-12-18,Starbucks,STARBUCKS STORE 21598    VIRGINIA BEACVA,Coffee Shops,-40,Posted,misc_expenses,NA,Starbucks_-40_12/18/24,2024-12
2024-12-17,American Eagle,American Eagle 776 Virginia Beac  CREDIT,Clothing,128.67,Posted,misc_expenses,NA,American Eagle_128.67_12/17/24,2024-12
2024-12-17,ParkWhiz,"ParkWhiz, Inc.           Chicago      IL",Parking,-6.6,Posted,misc_expenses,NA,ParkWhiz_-6.6_12/17/24,2024-12
2024-12-17,Beach,IFLY VA BEACH            757-7544359  VA,Entertainment,-30,Posted,misc_expenses,NA,Beach_-30_12/17/24,2024-12
2024-12-17,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-35.53,Posted,misc_expenses,NA,Shorebreak Pizza Online_-35.53_12/17/24,2024-12
2024-12-17,Jose Tequila,JOSE TEQUILA             757-4027241  VA,Restaurants,-63.41,Posted,misc_expenses,NA,Jose Tequila_-63.41_12/17/24,2024-12
2024-12-17,Beach,IFLY VA BEACH            757-7544359  VA,Entertainment,-209.62,Posted,misc_expenses,NA,Beach_-209.62_12/17/24,2024-12
2024-12-16,Barnes & Noble,BARNES & NOBLE #2195     VIRGINIA BEACVA,Books,-3.61,Posted,misc_expenses,NA,Barnes & Noble_-3.61_12/16/24,2024-12
2024-12-16,Auntie Anne's,AUNTIE ANNES 183         VIRGINIA BEACVA,Fast Food,-5.56,Posted,misc_expenses,NA,Auntie Anne's_-5.56_12/16/24,2024-12
2024-12-16,Old Navy,OLD NAVY ON-LINE         800-6536289  OH,Clothing,-81.11,Posted,misc_expenses,NA,Old Navy_-81.11_12/16/24,2024-12
2024-12-16,Verizon,VERIZON*RECURRING PAY    800-VERIZON  FL,Utilities,-100.59,Posted,fixed_expenses,NA,Verizon_-100.59_12/16/24,2024-12
2024-12-16,Nirvana Bodywork & Mob Nirvanavbva,NIRVANA BODYWORK & MOB   WWW.NIRVANAVBVA,Spa & Massage,-200,Posted,misc_expenses,NA,Nirvana Bodywork & Mob Nirvanavbva_-200_12/16/24,2024-12
2024-12-16,Wss,WSS                      844-746-7977 CA,Clothing,-209.88,Posted,misc_expenses,NA,Wss_-209.88_12/16/24,2024-12
2024-12-15,Dollar Tree,DOLLAR TREE              VIRGINIA BEACVA,Shopping,-16.91,Posted,misc_expenses,NA,Dollar Tree_-16.91_12/15/24,2024-12
2024-12-15,Office Max,OFFICEMAX/DEPOT 6231     800-463-3768 VA,Office Supplies,-20.53,Posted,misc_expenses,NA,Office Max_-20.53_12/15/24,2024-12
2024-12-15,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-83.64,Posted,fixed_expenses,NA,Little Creek Comm Virginia Beacva_-83.64_12/15/24,2024-12
2024-12-15,Brightwheel,BRGHTWHL* FRANCIS ASBU   WWW.MYBRIGHTWCA,Babysitter & Daycare,-494.33,Posted,fixed_expenses,NA,Brightwheel_-494.33_12/15/24,2024-12
2024-12-14,Trex Playland,TREX Playland LLC        Norfolk      VA,Entertainment,-6,Posted,misc_expenses,NA,Trex Playland_-6_12/14/24,2024-12
2024-12-14,Costco Gas,COSTCO GAS #0202         NORFOLK      VA,Gas,-23.84,Posted,fixed_expenses,NA,Costco Gas_-23.84_12/14/24,2024-12
2024-12-14,Trex Playland,TREX Playland LLC        Norfolk      VA,Entertainment,-48,Posted,misc_expenses,NA,Trex Playland_-48_12/14/24,2024-12
2024-12-14,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-55.36,Posted,fixed_expenses,NA,Costco_-55.36_12/14/24,2024-12
2024-12-13,Chick-fil-A,CHICK-FIL-A #01081       757-437-8928 VA,Fast Food,-2.11,Posted,misc_expenses,NA,Chick-fil-A_-2.11_12/13/24,2024-12
2024-12-13,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-30.95,Posted,misc_expenses,NA,Costco_-30.95_12/13/24,2024-12
2024-12-13,Chick-fil-A,CHICK-FIL-A #01081       757-437-8928 VA,Fast Food,-31.25,Posted,misc_expenses,NA,Chick-fil-A_-31.25_12/13/24,2024-12
2024-12-13,Medical Aesthetics,MEDICAL AESTHETICS OF VIRNORFOLK      VA,Personal Care,-275,Posted,fixed_expenses,NA,Medical Aesthetics_-275_12/13/24,2024-12
2024-12-12,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-14.02,Posted,misc_expenses,NA,Shorebreak Pizza Online_-14.02_12/12/24,2024-12
2024-12-12,Michaels,MICHAELS STORES 1671     VIRGINIA BCH VA,Hobbies,-17.72,Posted,misc_expenses,NA,Michaels_-17.72_12/12/24,2024-12
2024-12-12,Kroger,KROGER #533              VIRGINIA BEACVA,Groceries,-40.72,Posted,fixed_expenses,NA,Kroger_-40.72_12/12/24,2024-12
2024-12-12,Navy Exchange,NEX FUEL 050039          VIRGINIA BEACVA,Gas,-43.17,Posted,fixed_expenses,NA,Navy Exchange_-43.17_12/12/24,2024-12
2024-12-11,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-10.74,Posted,misc_expenses,NA,Apple_-10.74_12/11/24,2024-12
2024-12-11,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-11.04,Posted,misc_expenses,NA,Panda Express_-11.04_12/11/24,2024-12
2024-12-11,Dollar Tree,DOLLAR TREE              VIRGINIA BEACVA,Shopping,-14.66,Posted,misc_expenses,NA,Dollar Tree_-14.66_12/11/24,2024-12
2024-12-10,Paper Culture,PAPER CULTURE            877-7728588  CA,Shopping,-96.03,Posted,misc_expenses,NA,Paper Culture_-96.03_12/10/24,2024-12
2024-12-09,Kohl's,KOHLS #0650 VIRGINIA BEAC VA      CREDIT,Shopping,111.29,Posted,misc_expenses,NA,Kohl's_111.29_12/9/24,2024-12
2024-12-09,Kohl's,KOHLS #0650 VIRGINIA BEAC VA      CREDIT,Shopping,59.78,Posted,misc_expenses,NA,Kohl's_59.78_12/9/24,2024-12
2024-12-09,Green Clean Auto Wash Virginia Beacva,GREEN CLEAN AUTO WASH-   VIRGINIA BEACVA,Service & Parts,-12,Posted,misc_expenses,NA,Green Clean Auto Wash Virginia Beacva_-12_12/9/24,2024-12
2024-12-09,Navy Exchange,NEX FUEL 050039          VIRGINIA BEACVA,Gas,-52.05,Posted,fixed_expenses,NA,Navy Exchange_-52.05_12/9/24,2024-12
2024-12-09,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-82.39,Posted,misc_expenses,NA,Navy Exchange_-82.39_12/9/24,2024-12
2024-12-09,J Crew,J CREW FACTORY #1019     VIRGINIA BEACVA,Clothing,-193.91,Posted,misc_expenses,NA,J Crew_-193.91_12/9/24,2024-12
2024-12-08,Walmart,WAL-MART #4064     SE2 VIRGINIA B CREDIT,Shopping,3.96,Posted,misc_expenses,NA,Walmart_3.96_12/8/24,2024-12
2024-12-08,Virginia Zoo,VIRGINIA ZOO             NORFOLK      VA,Entertainment,-13.46,Posted,misc_expenses,NA,Virginia Zoo_-13.46_12/8/24,2024-12
2024-12-08,Kohl's,KOHLS #0650              VIRGINIA BEACVA,Shopping,-20.35,Posted,misc_expenses,NA,Kohl's_-20.35_12/8/24,2024-12
2024-12-08,Virginia Zoo,VIRGINIA ZOO             NORFOLK      VA,Entertainment,-40.93,Posted,misc_expenses,NA,Virginia Zoo_-40.93_12/8/24,2024-12
2024-12-08,Old Navy,OLD NAVY US 3983         VIRGINIA BEACVA,Clothing,-85.72,Posted,misc_expenses,NA,Old Navy_-85.72_12/8/24,2024-12
2024-12-07,Kohl's,WWW.KOHLS.COM #0873      866-887-8884 OH,Shopping,-1.61,Posted,misc_expenses,NA,Kohl's_-1.61_12/7/24,2024-12
2024-12-07,Wegmans,WEGMANS VA BEACH 120     VIRGINIA BEACVA,Groceries,-6.39,Posted,misc_expenses,NA,Wegmans_-6.39_12/7/24,2024-12
2024-12-07,Wegmans,WEGMANS VA BEACH 120     VIRGINIA BEACVA,Groceries,-25.21,Posted,misc_expenses,NA,Wegmans_-25.21_12/7/24,2024-12
2024-12-07,iHerb.com,IHERB IHERB.COM Xh9fH    951-6163600  CA,Health & Fitness,-81.94,Posted,misc_expenses,NA,iHerb.com_-81.94_12/7/24,2024-12
2024-12-07,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,-160.65,Posted,fixed_expenses,NA,Walmart_-160.65_12/7/24,2024-12
2024-12-07,Kohl's,WWW.KOHLS.COM #0873      866-887-8884 OH,Shopping,-180.19,Posted,fixed_expenses,NA,Kohl's_-180.19_12/7/24,2024-12
2024-12-06,UPS,THE UPS STORE 5721       757-6759455  VA,Shipping,-15.1,Posted,misc_expenses,NA,UPS_-15.1_12/6/24,2024-12
2024-12-06,Panera Bread,PANERA BREAD #601236 P   VIRGINIA BEACVA,Fast Food,-18.35,Posted,misc_expenses,NA,Panera Bread_-18.35_12/6/24,2024-12
2024-12-06,Amazon,AMAZON MKTPL*ZL24T6K01   Amzn.com/billWA,Shopping,-24.91,Posted,misc_expenses,NA,Amazon_-24.91_12/6/24,2024-12
2024-12-06,Chipotle,CHIPOTLE 1156            VIRGINIA BEACVA,Fast Food,-25.87,Posted,misc_expenses,NA,Chipotle_-25.87_12/6/24,2024-12
2024-12-05,Kohl's,WWW.KOHLS.COM #0873      866-887-8884 OH,Shopping,-10.16,Posted,misc_expenses,NA,Kohl's_-10.16_12/5/24,2024-12
2024-12-05,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,misc_expenses,NA,Shorebreak Pizza Online_-13.21_12/5/24,2024-12
2024-12-05,Dollar Tree,DOLLARTREE               VIRGINIA BEACVA,Shopping,-22.73,Posted,misc_expenses,NA,Dollar Tree_-22.73_12/5/24,2024-12
2024-12-04,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-14.02,Posted,misc_expenses,NA,Shorebreak Pizza Online_-14.02_12/4/24,2024-12
2024-12-04,Etsy,Etsy.com - CustomFamilyG 844-6593879  NY,Shopping,-80.56,Posted,misc_expenses,NA,Etsy_-80.56_12/4/24,2024-12
2024-12-03,Amazon,AMAZON RETA* ZL8EC6VX0   WWW.AMAZON.COWA,Shopping,-8.97,Posted,misc_expenses,NA,Amazon_-8.97_12/3/24,2024-12
2024-12-03,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-14.44,Posted,misc_expenses,NA,Navy Exchange_-14.44_12/3/24,2024-12
2024-12-03,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-32.33,Posted,fixed_expenses,NA,Little Creek Comm Virginia Beacva_-32.33_12/3/24,2024-12
2024-12-03,Virginianaturalgasbill,VIRGINIANATURALGASBILL   866-383-1846 GA,Utilities,-50.29,Posted,fixed_expenses,NA,Virginianaturalgasbill_-50.29_12/3/24,2024-12
2024-12-02,Kohl's,WWW.KOHLS.COM #0873      866-887-8884 OH,Shopping,-21.2,Posted,misc_expenses,NA,Kohl's_-21.2_12/2/24,2024-12
2024-12-01,Cavalier Hotel,SQ *CAVALIER HOTEL       Virginia BeacVA,Hotel,-5.49,Posted,misc_expenses,NA,Cavalier Hotel_-5.49_12/1/24,2024-12
2024-12-01,Marriott Hotel,MARRIOTT PARKING VIRGI   VIRGINIA BEACVA,Hotel,-6,Posted,misc_expenses,NA,Marriott Hotel_-6_12/1/24,2024-12
2024-12-01,Cavalier Hotel,SQ *CAVALIER HOTEL       Virginia BeacVA,Hotel,-16.48,Posted,misc_expenses,NA,Cavalier Hotel_-16.48_12/1/24,2024-12
2024-12-01,Kohl's,WWW.KOHLS.COM #0873      866-887-8884 OH,Shopping,-113.53,Posted,misc_expenses,NA,Kohl's_-113.53_12/1/24,2024-12
2024-11-30,Taco Bell,TACO BELL 15359          VIRGINIA BEACVA,Fast Food,-9.12,Posted,misc_expenses,NA,Taco Bell_-9.12_11/30/24,2024-11
2024-11-30,Chick-fil-A,CHICK-FIL-A #01081       VA BCH       VA,Fast Food,-21.04,Posted,misc_expenses,NA,Chick-fil-A_-21.04_11/30/24,2024-11
2024-11-30,Kroger Fuel,KROGER FUEL #3533        VIRGINIA BEACVA,Gas,-34.34,Posted,fixed_expenses,NA,Kroger Fuel_-34.34_11/30/24,2024-11
2024-11-30,Shorebreak Pizza Virginia Beac,Shorebreak Pizza         Virginia BeacVA,Food & Dining,-42.21,Posted,misc_expenses,NA,Shorebreak Pizza Virginia Beac_-42.21_11/30/24,2024-11
2024-11-30,Kohl's,WWW.KOHLS.COM #0873      866-887-8884 OH,Shopping,-143.09,Posted,misc_expenses,NA,Kohl's_-143.09_11/30/24,2024-11
2024-11-30,Reebok,REEBOK ECOMM             186-687-0174 MA,Clothing,-164.25,Posted,misc_expenses,NA,Reebok_-164.25_11/30/24,2024-11
2024-11-29,7-ELEVEN 26611           VIRGINIA BEACVA,7-ELEVEN 26611           VIRGINIA BEACVA,Category Pending,-3.32,Posted,misc_expenses,restaraunts,7-ELEVEN 26611           VIRGINIA BEACVA_-3.32_11/29/24,2024-11
2024-11-29,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-9.99,Posted,fixed_expenses,subscriptions,Apple_-9.99_11/29/24,2024-11
2024-11-29,Trex Playland,TREX Playland LLC        Norfolk      VA,Entertainment,-112.5,Posted,misc_expenses,entertainment,Trex Playland_-112.5_11/29/24,2024-11
2024-11-29,HILTON ADVPURCH8002367113MEMPHIS      TN,HILTON ADVPURCH8002367113MEMPHIS      TN,Category Pending,-135.54,Posted,misc_expenses,travel,HILTON ADVPURCH8002367113MEMPHIS      TN_-135.54_11/29/24,2024-11
2024-11-29,HILTON ADVPURCH8002367113MEMPHIS      TN,HILTON ADVPURCH8002367113MEMPHIS      TN,Category Pending,-140.26,Posted,misc_expenses,travel,HILTON ADVPURCH8002367113MEMPHIS      TN_-140.26_11/29/24,2024-11
2024-11-28,Hulu,HLU*HULUPLUS             hulu.com/billCA,Television,-23.64,Posted,fixed_expenses,subscriptions,Hulu_-23.64_11/28/24,2024-11
2024-11-28,Gloss Lauren Httpslaurentava,GLOSS* LAUREN  TAYLOR@   HTTPSLAURENTAVA,Spa & Massage,-30.75,Posted,misc_expenses,personal_care,Gloss Lauren Httpslaurentava_-30.75_11/28/24,2024-11
2024-11-27,REI,REI #166 VIRGINIA BEAC   VIRGINIABEACHVA,Sporting Goods,135.68,Posted,misc_expenses,clothing,REI_135.68_11/27/24,2024-11
2024-11-27,Kohls Virginia Beacva,KOHLS #0650              VIRGINIA BEACVA,Shopping,12.71,Posted,misc_expenses,clothing,Kohls Virginia Beacva_12.71_11/27/24,2024-11
2024-11-27,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-16.13,Posted,fixed_expenses,groceries,Kroger_-16.13_11/27/24,2024-11
2024-11-27,Navy Exchange,NEX FUEL 050039          VIRGINIA BEACVA,Gas,-28.1,Posted,fixed_expenses,transportation,Navy Exchange_-28.1_11/27/24,2024-11
2024-11-27,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-55.86,Posted,fixed_expenses,groceries,Little Creek Comm Virginia Beacva_-55.86_11/27/24,2024-11
2024-11-26,H&M,H&M 0081VIRGINIA BEACH   VIRGINIA BEACVA,Clothing,74.18,Posted,misc_expenses,clothing,H&M_74.18_11/26/24,2024-11
2024-11-26,Taste Bayville Far,TST*TASTE - BAYVILLE FAR 757-464-1566 VA,Restaurants,-25.6,Posted,misc_expenses,restaraunts,Taste Bayville Far_-25.6_11/26/24,2024-11
2024-11-25,American Eagle,American Eagle 776       Virginia BeacVA,Clothing,0.01,Posted,misc_expenses,clothing,American Eagle_0.01_11/25/24,2024-11
